title, date, location, link, category, price
Prudential Ride London Surrey 100 2020 - NDCS Charity Entry,Sun| Aug 16| 09:00,No Refunds|,https://www.eventbrite.co.uk/e/prudential-ride-london-surrey-100-2020-ndcs-charity-entry-tickets-66879356957?aff=ebdssbdestsearch,sports-and-fitness,£0 - £15
Football for Future Charity Fair,Wed| May 6| 12:00,Hendon Football Club|Townsend Lane|London|NW9 7NE|,https://www.eventbrite.co.uk/e/football-for-future-charity-fair-tickets-82354686083?aff=ebdssbdestsearch,sports-and-fitness,Free
Moxi Week London - A Fundraiser for Free Border Skate,Tue| May 19| 19:00,Central London|London|,https://www.eventbrite.co.uk/e/moxi-week-london-a-fundraiser-for-free-border-skate-tickets-74998637945?aff=ebdssbdestsearch,sports-and-fitness,From £237.75
Open Netball 2020,Sat| May 30| 09:00,The Richmond Athletic Association|Kew Foot Road|London|TW9 2SF|,https://www.eventbrite.co.uk/e/open-netball-2020-tickets-67229528329?aff=ebdssbdestsearch,sports-and-fitness,£259.30
Virgin Money London Marathon 2020 - RNLI Register your Ballot Place,Sun| Apr 26| 10:00,Greenwich Park|Greenwich|London|SE10 8QY|,https://www.eventbrite.co.uk/e/virgin-money-london-marathon-2020-rnli-register-your-ballot-place-registration-59760848306?aff=ebdssbdestsearch,"sports-and-fitness,health",Free
Trinity Charity Match,Sat| Sep 5| 11:00,Trinity School|Croydon|CR9 7AT|,https://www.eventbrite.co.uk/e/trinity-charity-match-tickets-92313430957?aff=ebdssbdestsearch,sports-and-fitness,From £1.67
Run Hackney Half for TKN,Sun| May 17| 09:00,London Borough of Hackney|London Borough of Hackney|,https://www.eventbrite.com/e/run-hackney-half-for-tkn-tickets-86703431297?aff=ebdssbdestsearch,sports-and-fitness,Free
The Richmond Park Summer 10K & 5K,Sun| Jul 12| 10:00,Richmond Park|Race starts in the Park adjacent to the Car Park at the Sheen Gate entrance|London|SW14 8BJ|,https://www.eventbrite.co.uk/e/the-richmond-park-summer-10k-5k-tickets-88510235497?aff=ebdssbdestsearch,sports-and-fitness,From £15.68
Big Ben and Back by Night,Tue| Apr 21| 20:30,Kayaking London|Lots Road|London|SW10 0QH|,https://www.eventbrite.co.uk/e/big-ben-and-back-by-night-tickets-92969545413?aff=ebdssbdestsearch,sports-and-fitness,£49
Steps for Jo's London 2020,Sat| Jun 6| 09:00,Timber Lodge Cafe|Queen Elizabeth Olympic Park|London|E20 1DY|,https://www.eventbrite.co.uk/e/steps-for-jos-london-2020-tickets-53813507650?aff=ebdssbdestsearch,sports-and-fitness,£0 - £11.37
International Cup Tag Rugby Tournament,Sat| Oct 24| 13:30,King's House Sports Ground|Riverside Drive|Chiswick|London|,https://www.eventbrite.co.uk/e/international-cup-tag-rugby-tournament-tickets-78177628391?aff=ebdssbdestsearch,sports-and-fitness,£23
London & South East Championships 2020,Sun| Apr 26| 12:00,Frith Grange Campsite|Frith Lane|Mill Hill|London|,https://www.eventbrite.co.uk/e/london-south-east-championships-2020-tickets-95569666445?aff=ebdssbdestsearch,sports-and-fitness,£16.76
Wealdstone Youth FC 6-a-side Football Tournament 2020,Sat| May 16| 08:30,Wealdstone FC Youth|Grosvenor Vale|Ruislip|HA4 6JQ|,https://www.eventbrite.co.uk/e/wealdstone-youth-fc-6-a-side-football-tournament-2020-tickets-86938434197?aff=ebdssbdestsearch,sports-and-fitness,£25 - £40
Royal Parks Half Marathon 2020 - Teach First Charity Entry,Sun| Oct 11| 09:00,Hyde Park|London|W2 2UH|,https://www.eventbrite.co.uk/e/royal-parks-half-marathon-2020-teach-first-charity-entry-tickets-87096067683?aff=ebdssbdestsearch,sports-and-fitness,£20 - £25
Prudential RideLondon100 2020,Sun| Aug 16| 05:30,Queen Elizabeth Olympic Park to The Mall|London|E20 2ST|,https://www.eventbrite.co.uk/e/prudential-ridelondon100-2020-registration-66859401269?aff=ebdssbdestsearch,sports-and-fitness,£20
Rough Runner - London North (Friday),Fri| Sep 4| 09:00,Finsbury Park|Haringey|London|N4 1EE|,https://www.eventbrite.com/e/rough-runner-london-north-friday-tickets-90306062865?aff=ebdssbdestsearch,sports-and-fitness,£15 - £66.14
London AcroYoga Festival,Sat| Aug 22| 11:00,Kula Kriya|6 Academy Buildings|Fanshaw Street|London|,https://www.eventbrite.com/e/london-acroyoga-festival-tickets-97723314063?aff=ebdssbdestsearch,sports-and-fitness,From £53.42
Zumba Fresh - Recharge & Shape,Sat| Apr 18| 13:00,The Stanley Halls|12 South Norwood Hill|London|SE25 6AB|,https://www.eventbrite.com/e/zumba-fresh-recharge-shape-tickets-94872408929?aff=ebdssbdestsearch,sports-and-fitness,£16.22
U13 Girls Mckinsey&CO Softball Cricket Competition- North London CC,Mon| May 18| 09:00,North London Cricket Club|Montenotte Road|London|N8 8RL|,https://www.eventbrite.co.uk/e/u13-girls-mckinseyco-softball-cricket-competition-north-london-cc-tickets-33114583611?aff=ebdssbdestsearch,sports-and-fitness,Free
Women's Hockey 7s 2020,Sat| May 30| 09:00,The Richmond Athletic Association|Kew Foot Road|London|TW9 2SF|,https://www.eventbrite.co.uk/e/womens-hockey-7s-2020-tickets-67238882307?aff=ebdssbdestsearch,sports-and-fitness,£248.94
EXOS Personal Training Course - London,Mon| Sep 14| 08:00,Thirdspace|16-19 Canada Square|Canary Wharf|London|,https://www.eventbrite.com/e/exos-personal-training-course-london-tickets-91651158081?aff=ebdssbdestsearch,sports-and-fitness,$300
MIDDLESEX 7s FESTIVAL,Sun| May 3| 10:30,Richmond Athletic Ground|Twickenham Road|Richmond upon Thames|TW9 2SF|,https://www.eventbrite.co.uk/e/middlesex-7s-festival-tickets-81744559177?aff=ebdssbdestsearch,sports-and-fitness,£8 - £10
Royal Parks Foundation Half Marathon 2020 - NDCS Charity Entry,Sun| Oct 11| 09:00,Hyde Park|London|W2 2UH|,https://www.eventbrite.co.uk/e/royal-parks-foundation-half-marathon-2020-ndcs-charity-entry-tickets-74819237353?aff=ebdssbdestsearch,"sports-and-fitness,health",£0 - £30
The Regent's Park Summer 10K Series,Sun| May 3| 09:30,Regent's Park|NW1 4NR|,https://www.eventbrite.co.uk/e/the-regents-park-summer-10k-series-tickets-88882304365?aff=ebdssbdestsearch,sports-and-fitness,From £22.32
Easter Skills Camp with Coach Maitland & HoopGrade,Wed| Apr 15| 10:00,Harrow High School|Gayton Road|Harrow|HA1 2JG|,https://www.eventbrite.co.uk/e/easter-skills-camp-with-coach-maitland-hoopgrade-tickets-97081478315?aff=ebdssbdestsearch,sports-and-fitness,£35 - £90
Women's Interfaith Football: Training Sessions on Arsenal FC's Indoor Pitch,Thu| Jun 4| 13:30 + 4 more events,The Arsenal Hub|56 Benwell Road|London|N7 7BA|,https://www.eventbrite.co.uk/e/womens-interfaith-football-training-sessions-on-arsenal-fcs-indoor-pitch-tickets-95866131179?aff=ebdssbdestsearch,sports-and-fitness,Free
ICC Open RideLondon Training Series #1 - Windsor,Sun| Apr 19| 08:30,Whittington Park|London|N19 4RE|,https://www.eventbrite.co.uk/e/icc-open-ridelondon-training-series-1-windsor-tickets-98266917997?aff=ebdssbdestsearch,sports-and-fitness,Free
Mixed Doubles Trophy,Sun| May 24| 12:00,Ham Polo Club|Petersham Road|Richmond|London|,https://www.eventbrite.co.uk/e/mixed-doubles-trophy-tickets-85139555703?aff=ebdssbdestsearch,sports-and-fitness,£0 - £80
The Big Swarm 2020,Sat| Apr 18| 12:00,Wasps FC|Twyford Avenue|London|W3 9QA|,https://www.eventbrite.co.uk/e/the-big-swarm-2020-tickets-94624003943?aff=ebdssbdestsearch,sports-and-fitness,£10 - £15
2020 Great River Race - Safety Fleet Volunteers,Sat| Sep 5| 08:00,Docklands Sailing Centre|Millwall Dock Road|London|E14|,https://www.eventbrite.co.uk/e/2020-great-river-race-safety-fleet-volunteers-registration-74347085133?aff=ebdssbdestsearch,sports-and-fitness,Free
Polo & Learn To Play Day,Sun| May 17| 12:00,Ham Polo Club|Petersham Road|Richmond|London|,https://www.eventbrite.co.uk/e/polo-learn-to-play-day-tickets-85133762375?aff=ebdssbdestsearch,sports-and-fitness,£0 - £90
U15 Girls Mckinsey&CO Softball Cricket Competition- North London CC,Mon| Jun 8| 09:00,North London Cricket Club|Montenotte Road|London|N8 8RL|,https://www.eventbrite.co.uk/e/u15-girls-mckinseyco-softball-cricket-competition-north-london-cc-tickets-33115062042?aff=ebdssbdestsearch,sports-and-fitness,Free
Echappée Escapades - The Hillier Gravelly One,Sat| Apr 18| 08:00,Artisan Coffee|139 Sheen Lane|London|SW14 8LR|,https://www.eventbrite.co.uk/e/echappee-escapades-the-hillier-gravelly-one-tickets-92499439313?aff=ebdssbdestsearch,sports-and-fitness,Free
Cards vs. Cubs London 2020,Wed| Jun 10| 08:00,Stadium Mews|Stadium Mews|London|N5|,https://www.eventbrite.com/e/cards-vs-cubs-london-2020-tickets-86294919427?aff=ebdssbdestsearch,sports-and-fitness,Free
£5 Entry-Vitality 10K 25th May 2020 with The Silver Line,Mon| May 25| 09:00,St James's Park|St James’s Park|London|SW1A 2BJ|,https://www.eventbrite.co.uk/e/5-entry-vitality-10k-25th-may-2020-with-the-silver-line-tickets-70646362171?aff=ebdssbdestsearch,sports-and-fitness,Free
Elite Easter Camp (invitation only),Thu| Apr 16| 09:30,Old Loughtonians Hockey Club|Luxborough Lane|Chigwell|Essex|,https://www.eventbrite.com/e/elite-easter-camp-invitation-only-tickets-79335180661?aff=ebdssbdestsearch,sports-and-fitness,£20 - £120
Faberge Roehampton Trophy,Sun| Aug 23| 12:00,Ham Polo Club|Petersham Road|Richmond|London|,https://www.eventbrite.co.uk/e/faberge-roehampton-trophy-tickets-91119513919?aff=ebdssbdestsearch,sports-and-fitness,£0 - £15
Pace Prudential RideLondon 2020,Sun| Aug 16| 09:00,London|London|London|,https://www.eventbrite.co.uk/e/pace-prudential-ridelondon-2020-tickets-93882293467?aff=ebdssbdestsearch,sports-and-fitness,£16.91
U15 Girls Mckinsey&CO Softball Cricket Competition-Barn Elms Playing Fields,Fri| Jun 12| 09:00,Barn Elms Playing Fields|Queen Elizabeth Walk|London|SW13 9SA|,https://www.eventbrite.co.uk/e/u15-girls-mckinseyco-softball-cricket-competition-barn-elms-playing-fields-tickets-43285504108?aff=ebdssbdestsearch,sports-and-fitness,Free
Hyde Park - Royal Parks Summer 10K Series,Sun| Jun 14| 09:30,Hyde Park Bandstand • London,https://www.eventbrite.co.uk/e/hyde-park-royal-parks-summer-10k-series-registration-90008318303?aff=ebdssbdestsearch,sports-and-fitness,Check event for more detail
Edgware Cricket Club v Belmont & Edgware (Charity Day),Sun| Jun 21| 13:00,Mill Hill Village Cricket Club|Burtonhole Lane|London|NW7 1AS|,https://www.eventbrite.co.uk/e/edgware-cricket-club-v-belmont-edgware-charity-day-tickets-91654772893?aff=ebdssbdestsearch,"sports-and-fitness,charity-and-causes",Donation
London Skolars vs West Wales Raiders,Sat| May 2| 15:00,New River Stadium Sports Centre|New River Stadium|White Hart Lane|London|,https://www.eventbrite.com/e/london-skolars-vs-west-wales-raiders-tickets-83342460543?aff=ebdssbdestsearch,sports-and-fitness,From £8.14
London Utopia - Eco Sports Festival,Sat| Jul 4| 09:00,Chiswick Rugby Football Club|Dan Mason Drive|London|W4 2SH|,https://www.eventbrite.com/e/london-utopia-eco-sports-festival-tickets-95244469773?aff=ebdssbdestsearch,sports-and-fitness,£11.37
Aerobic Infusion Workshop - Bring Back the Big Hits of the 90s & 00s!,Fri| Apr 17| 19:30,The Place|17 Duke's Road|London|WC1H 9PY|,https://www.eventbrite.co.uk/e/aerobic-infusion-workshop-bring-back-the-big-hits-of-the-90s-00s-tickets-96472246085?aff=ebdssbdestsearch,"sports-and-fitness,music",£9.21
FRIDAY NIGHT LIGHTS: London Skolars vs Doncaster,Fri| Jul 17| 19:00,New River Stadium Sports Centre|New River Stadium|White Hart Lane|London|,https://www.eventbrite.com/e/friday-night-lights-london-skolars-vs-doncaster-tickets-83549602109?aff=ebdssbdestsearch,sports-and-fitness,From £8.14
The Science of Motivation,Wed| Apr 15| 12:30,Uncommon|1 Long Lane|London|SE1 4PG|,https://www.eventbrite.co.uk/e/the-science-of-motivation-tickets-97155453577?aff=ebdssbdestsearch,sports-and-fitness,£5.80
King's Sport Hall of Fame Reception,Thu| May 21| 18:30,King's College London|Strand|London|WC2R 2LS|,https://www.eventbrite.co.uk/e/kings-sport-hall-of-fame-reception-tickets-97126655441?aff=ebdssbdestsearch,sports-and-fitness,Free
Bromley vs Maidenhead United (HOME FANS),Fri| Apr 10| 15:00,Bromley Football Club|Hayes Lane|Bromley|BR2 9EF|,https://www.eventbrite.co.uk/e/bromley-vs-maidenhead-united-home-fans-tickets-76949001535?aff=ebdssbdestsearch,sports-and-fitness,£5 - £15
Pre Season Cocktail Party,Tue| Apr 21| 19:00,Ham Polo Club|Petersham Road|Richmond|TW10 7AH|,https://www.eventbrite.co.uk/e/pre-season-cocktail-party-tickets-92705975067?aff=ebdssbdestsearch,sports-and-fitness,£40 - £50
Horse Psychology for Riders,Sun| Jun 7| 11:30,Wimbledon Village Stables|Wimbledon Village Stables|London|SW195DX|,https://www.eventbrite.co.uk/e/horse-psychology-for-riders-tickets-93045464489?aff=ebdssbdestsearch,sports-and-fitness,£0 - £10
Could you be our Prudential RideLondon - Surrey 46 champion?,Sun| Aug 16| 08:30,Queen Elizabeth Olympic Park|Queen Elizabeth Olympic Park|London|E20 2ZQ|,https://www.eventbrite.co.uk/e/could-you-be-our-prudential-ridelondon-surrey-46-champion-tickets-92003459825?aff=ebdssbdestsearch,sports-and-fitness,Free
Summer Competition,Sun| Jul 5| 17:30,Haverstock School|24 Haverstock Hill|London|NW3 2BQ|,https://www.eventbrite.com/e/summer-competition-tickets-77135846393?aff=ebdssbdestsearch,sports-and-fitness,£10
Tottenham Hospitality 2019/20 - Spurs v Arsenal Packages,Sun| Apr 26| 17:30,Tottenham Hotspur Stadium|782 High Road|London|N17 0BX|,https://www.eventbrite.co.uk/e/tottenham-hospitality-201920-spurs-v-arsenal-packages-tickets-64423683973?aff=ebdssbdestsearch,sports-and-fitness,From £532.02
Queen Elizabeth Olympic Park - August 10K,Sat| Aug 1| 09:30,Queen Elizabeth Olympic Park|London|E20 2AD|,https://www.eventbrite.co.uk/e/queen-elizabeth-olympic-park-august-10k-tickets-92012498861?aff=ebdssbdestsearch,sports-and-fitness,£18.92 - £21.08
Women's Open Rugby 7s 2020,Sat| May 30| 09:00,The Richmond Athletic Association|Kew Foot Road|London|TW9 2SF|,https://www.eventbrite.co.uk/e/womens-open-rugby-7s-2020-tickets-89037430351?aff=ebdssbdestsearch,sports-and-fitness,£311.10
Queen Elizabeth Olympic Park - November 10K,Sat| Nov 7| 09:30,Queen Elizabeth Olympic Park|London|E20 2AD|,https://www.eventbrite.co.uk/e/queen-elizabeth-olympic-park-november-10k-tickets-92014328333?aff=ebdssbdestsearch,"sports-and-fitness,health",£18.92 - £21.08
London Aquathlon 2020,Sat| Aug 15| 09:00,London Aquatics Centre|,https://www.eventbrite.co.uk/e/london-aquathlon-2020-tickets-90125675321?aff=ebdssbdestsearch,sports-and-fitness,From £35.08
"Dan John Presents ""Bounce """,Tue| Jun 16| 18:30,Clinical Strength Ltd|321 Fulham Road|London|SW10 9QL|,https://www.eventbrite.co.uk/e/dan-john-presents-bounce-tickets-96751599639?aff=ebdssbdestsearch,sports-and-fitness,From £54.49
Total Bounceout Acton Park,Thu| Apr 9| 10:00 + 34 more events,Acton park|Acton|London|W3 7JX|,https://www.eventbrite.co.uk/e/total-bounceout-acton-park-tickets-91145349193?aff=ebdssbdestsearch,sports-and-fitness,£2 - £11.25
SheBelieves Cup,Today at 19:15,BOXPARK Wembley|18 Olympic Way|Wembley|HA9 0JT|,https://www.eventbrite.co.uk/e/shebelieves-cup-tickets-98280424395?aff=ebdssbdestsearch,sports-and-fitness,Free
Try Tag Rugby 11th Birthday Boat Party,Fri| Aug 21| 19:00,TEMPLE Pier|Victoria Embankment|London|WC2R 2PN|,https://www.eventbrite.co.uk/e/try-tag-rugby-11th-birthday-boat-party-tickets-78175584277?aff=ebdssbdestsearch,sports-and-fitness,£22
Queen Elizabeth Olympic Park - July 10K,Sat| Jul 4| 09:30,Queen Elizabeth Olympic Park|London|E20 2AD|,https://www.eventbrite.co.uk/e/queen-elizabeth-olympic-park-july-10k-tickets-92010699479?aff=ebdssbdestsearch,sports-and-fitness,£18.92 - £21.08
Level 4 Certificate in Nutrition for Physical Activity and Sport RSPH (QCF),Sat| May 9| 09:00 + 3 more events,Centre for Short Courses and CPD • Twickenham,https://www.eventbrite.co.uk/e/level-4-certificate-in-nutrition-for-physical-activity-and-sport-rsph-qcf-registration-29043718544?aff=ebdssbdestsearch,sports-and-fitness,Check event for more detail
Thames Meander Marathon,Sat| Nov 7| 10:00,YMCA Hawker Centre|Lower Ham Road|Kingston|KT2 5BH|,https://www.eventbrite.co.uk/e/thames-meander-marathon-tickets-70893511401?aff=ebdssbdestsearch,"sports-and-fitness,health",From £45.76
Bench Workshop,Thu| Apr 9| 15:30,Gymbox Farringdon|12a Leather Lane|London|EC1N 7SS|,https://www.eventbrite.co.uk/e/bench-workshop-tickets-95928104543?aff=ebdssbdestsearch,sports-and-fitness,£59.88
UEFA EURO 2020 Semi Final Matchday 49 Tickets x 2,Tue| Jul 7| 20:00,Wembley Stadium|Wembley|London|HA9 0WS|,https://www.eventbrite.co.uk/e/uefa-euro-2020-semi-final-matchday-49-tickets-x-2-tickets-82538989339?aff=ebdssbdestsearch,sports-and-fitness,£1|887.09
London| UK - BollyX Master Class with Community Mentor Cordi!,Sat| May 16| 09:00,Pineapple Dance Studios|16 Langley Street|Covent Garden|London|,https://www.eventbrite.com/e/london-uk-bollyx-master-class-with-community-mentor-cordi-tickets-97449390751?aff=ebdssbdestsearch,sports-and-fitness,From $8.34
Active Tots (Monday),Mon| Apr 27| 16:45 + 10 more events,Barrow Hill Junior Shool|Bridgeman Street|London|NW8 7AL|,https://www.eventbrite.com/e/active-tots-monday-tickets-98398024139?aff=ebdssbdestsearch,sports-and-fitness,£77
Clay Pigeon Shooting on the Thames - Friday15 May,Fri| May 15| 11:00,North Greenwich Pier|London|,https://www.eventbrite.co.uk/e/clay-pigeon-shooting-on-the-thames-friday15-may-tickets-77086591069?aff=ebdssbdestsearch,sports-and-fitness,£359
Euros 2020,Fri| Jun 12| 20:00 + 42 more events,The Green Man|36 Riding House Street|London|W1W 7EP|,https://www.eventbrite.co.uk/e/euros-2020-tickets-95568783805?aff=ebdssbdestsearch,"sports-and-fitness,community",Free
The London Summer 10k,Sun| Aug 9| 10:30,The Hub|Regent's Park|London|NW1 4RU|,https://www.eventbrite.co.uk/e/the-london-summer-10k-tickets-75170008519?aff=ebdssbdestsearch,sports-and-fitness,From £4.58
London Skolars vs Keighley Cougars,Sat| May 16| 15:00,New River Stadium Sports Centre|New River Stadium|White Hart Lane|London|,https://www.eventbrite.com/e/london-skolars-vs-keighley-cougars-tickets-83352103385?aff=ebdssbdestsearch,sports-and-fitness,From £8.14
Girls' Game! May 2020,Fri| May 8| 13:00,Clissold Park|Green Lanes|London|N16 9HJ|,https://www.eventbrite.co.uk/e/girls-game-may-2020-tickets-94615358083?aff=ebdssbdestsearch,sports-and-fitness,Free
Adapted Sports Course - Coaching Disabled People - South London,Thu| May 14| 10:00,Brixton Recreation Centre|27 Brixton Station Rd|Brixton|London|,https://www.eventbrite.com/e/adapted-sports-course-coaching-disabled-people-south-london-tickets-96414433165?aff=ebdssbdestsearch,sports-and-fitness,£136.05
Friday Night 5s Sport Relief Tournament 2020,Sun| Apr 12| 16:00,King's House Sports Grounds|Riverside Drive|London|W4 2SH|,https://www.eventbrite.co.uk/e/friday-night-5s-sport-relief-tournament-2020-tickets-97980132213?aff=ebdssbdestsearch,sports-and-fitness,Free
London Skolars vs Rochdale Hornets,Sat| Sep 5| 15:00,New River Stadium Sports Centre|New River Stadium|White Hart Lane|London|,https://www.eventbrite.com/e/london-skolars-vs-rochdale-hornets-tickets-83551766583?aff=ebdssbdestsearch,sports-and-fitness,From £8.14
Queen Elizabeth Olympic Park - Royal Parks Summer 10K Series,Sun| Aug 23| 09:30,Queen Elizabeth Olympic Park • London,https://www.eventbrite.co.uk/e/queen-elizabeth-olympic-park-royal-parks-summer-10k-series-registration-97769789071?aff=ebdssbdestsearch,sports-and-fitness,Check event for more detail
Longo Healing African Dance of Anchoring Workshop,Sat| Apr 18| 10:00,Colomba London|31 Oval Road|London|NW1 7EA|,https://www.eventbrite.co.uk/e/longo-healing-african-dance-of-anchoring-workshop-tickets-95101411883?aff=ebdssbdestsearch,sports-and-fitness,£90 - £110
Queen Elizabeth Olympic Park - June 10K,Sat| Jun 6| 09:30,Queen Elizabeth Olympic Park|London|E20 2AD|,https://www.eventbrite.co.uk/e/queen-elizabeth-olympic-park-june-10k-tickets-92010262171?aff=ebdssbdestsearch,sports-and-fitness,£18.92 - £21.08
London Kilt Run 2021,Sat| Jan 23| 11:00,Robert Burns Statue|Victoria Embankment Gardens|25 Victoria Embankment|London|,https://www.eventbrite.co.uk/e/london-kilt-run-2021-tickets-91015587071?aff=ebdssbdestsearch,sports-and-fitness,£31.85
About London Tube Run,Sat| Apr 25| 08:30,London|SE1|,https://www.eventbrite.co.uk/e/about-london-tube-run-tickets-65510855733?aff=ebdssbdestsearch,"sports-and-fitness,run",Check event for more detail
Royal Parks Winter 10K Series - Regent's Park,Sun| Dec 13| 09:30,Regent's Park|London|NW1 3SX|,https://www.eventbrite.co.uk/e/royal-parks-winter-10k-series-regents-park-tickets-92351095613?aff=ebdssbdestsearch,sports-and-fitness,£19.99 - £22.15
Tottenham Hospitality 2019/20 - Spurs v Everton Packages,Sat| Apr 11| 15:00,Tottenham Hotspur Stadium|782 High Road|London|N17 0BX|,https://www.eventbrite.co.uk/e/tottenham-hospitality-201920-spurs-v-everton-packages-tickets-64423477355?aff=ebdssbdestsearch,sports-and-fitness,From £265.78
London Skolars vs Hunslet,Sat| Jul 4| 15:00,New River Stadium Sports Centre|New River Stadium|White Hart Lane|London|,https://www.eventbrite.com/e/london-skolars-vs-hunslet-tickets-83548703421?aff=ebdssbdestsearch,sports-and-fitness,From £8.14
OktoberFist 2020,Sat| Oct 3| 18:00,The Dome|2A Dartmouth Park Hill|London|NW5 1HL|,https://www.eventbrite.co.uk/e/oktoberfist-2020-tickets-98592596109?aff=ebdssbdestsearch,"sports-and-fitness,community",£11.79 - £48.89
BOB Networking Cycle Ride  | Richmond Park | London,Fri| Apr 17| 09:00,Richmond Park|Roehampton Gate Car Park| Priory Ln| London SW15 5JR|Richmond|,https://www.eventbrite.co.uk/e/bob-networking-cycle-ride-richmond-park-london-tickets-93805529865?aff=ebdssbdestsearch,sports-and-fitness,Free
Womens Cup Final,Sat| May 9| 15:00,Wembley Stadium|Olympic Way|London|HA9 0WS|,https://www.eventbrite.co.uk/e/womens-cup-final-tickets-95640209441?aff=ebdssbdestsearch,sports-and-fitness,Free
5th Loves Divine F.C,Fri| Jul 17| 10:00,London|west Ham Park|London|,https://www.eventbrite.co.uk/e/5th-loves-divine-fc-tickets-97445416865?aff=ebdssbdestsearch,sports-and-fitness,Free
Adapted Sports Course - Coaching Disabled People - East London,Thu| Jul 2| 10:00,The Castle Centre|2 St Gabriel Walk|Elephant & Castle|London|,https://www.eventbrite.com/e/adapted-sports-course-coaching-disabled-people-east-london-tickets-95424536357?aff=ebdssbdestsearch,sports-and-fitness,£136.05
LDN 7s Festival 2020,Fri| May 8| 09:00,W4 2SH|Chiswick RFC|London|W4 2SH|,https://www.eventbrite.co.uk/e/ldn-7s-festival-2020-tickets-75675899653?aff=ebdssbdestsearch,sports-and-fitness,From £11.37
The Regent's Park 10k,Sun| Nov 15| 09:00,Regents Park|London|NW1 4RU|,https://www.eventbrite.co.uk/e/the-regents-park-10k-tickets-86341809677?aff=ebdssbdestsearch,sports-and-fitness,From £4.90
London Kilt Run 10k - St Andrew's Day!,Sat| Nov 28| 11:00,Robert Burns Statue|Victoria Embankment Gardens|25 Victoria Embankment|London|,https://www.eventbrite.co.uk/e/london-kilt-run-10k-st-andrews-day-tickets-84577301987?aff=ebdssbdestsearch,sports-and-fitness,£5.80
Regent's Park August 10K & 5K,Sun| Aug 16| 09:30,Regent's Park|London|NW1 3SX|,https://www.eventbrite.co.uk/e/regents-park-august-10k-5k-tickets-92014761629?aff=ebdssbdestsearch,sports-and-fitness,£16.76 - £21.08
Queen Elizabeth Olympic Park - October 10K,Sat| Oct 3| 09:30,Queen Elizabeth Olympic Park|London|E20 2AD|,https://www.eventbrite.co.uk/e/queen-elizabeth-olympic-park-october-10k-tickets-92013862941?aff=ebdssbdestsearch,sports-and-fitness,£18.92 - £21.08
Premier League: Southampton v Arsenal,Wed| Apr 22| 16:30,The North Star|43 The Broadway|London|W5 5JN|,https://www.eventbrite.co.uk/e/premier-league-southampton-v-arsenal-tickets-96905321425?aff=ebdssbdestsearch,sports-and-fitness,Free
Clay Pigeon Shooting on the Thames - Friday 12 June,Fri| Jun 12| 11:00,North Greenwich Pier|London|,https://www.eventbrite.co.uk/e/clay-pigeon-shooting-on-the-thames-friday-12-june-tickets-86504957657?aff=ebdssbdestsearch,sports-and-fitness,£359
Regent's Park Summer 10K Series - September,Sun| Sep 6| 09:30,Regent's Park|London|NW1 3SX|,https://www.eventbrite.co.uk/e/regents-park-summer-10k-series-september-tickets-90134848759?aff=ebdssbdestsearch,sports-and-fitness,£18.92 - £21.08
Chelsea Hospitality 2020 - Chelsea v Wolves Packages,Sun| May 17| 15:00,Chelsea Football Club|Fulham Road|London|SW6 1HS|,https://www.eventbrite.co.uk/e/chelsea-hospitality-2020-chelsea-v-wolves-packages-tickets-64423496412?aff=ebdssbdestsearch,sports-and-fitness,£505.40
ICC Open RideLondon Training Series #2 - Essex,Sun| May 17| 08:30,Whittington Park|London|N19 4RE|,https://www.eventbrite.co.uk/e/icc-open-ridelondon-training-series-2-essex-tickets-98597984225?aff=ebdssbdestsearch,sports-and-fitness,Free
NCR Sports Tag Rugby 7s (Blitz) 2020,Sun| Jul 19| 11:00,East London RFC - Tag Rugby 7s Event|71 Holland Road|London|E153BP|,https://www.eventbrite.co.uk/e/ncr-sports-tag-rugby-7s-blitz-2020-tickets-71564783193?aff=ebdssbdestsearch,sports-and-fitness,From £11.37
Women on Par - South Herts,Sun| Sep 27| 12:00,South Herts Golf Club|Links Drive|London|N20 8QU|,https://www.eventbrite.co.uk/e/women-on-par-south-herts-tickets-74258656641?aff=ebdssbdestsearch,sports-and-fitness,£15
Chelsea Hospitality 2020 - Chelsea v Watford Packages,Sat| Apr 11| 15:00,Stamford Bridge|Fulham Road|London|SW6 1HS|,https://www.eventbrite.co.uk/e/chelsea-hospitality-2020-chelsea-v-watford-packages-tickets-64425102215?aff=ebdssbdestsearch,sports-and-fitness,£377.60
Rough Runner - London West (Friday),Fri| Oct 2| 09:00,Gunnersbury Park|Popes Lane|London|W5 4NH|,https://www.eventbrite.com/e/rough-runner-london-west-friday-tickets-90304050847?aff=ebdssbdestsearch,sports-and-fitness,From £55.30
London Skolars vs Barrow Raiders,Sat| Aug 1| 15:00,New River Stadium Sports Centre|New River Stadium|White Hart Lane|London|,https://www.eventbrite.com/e/london-skolars-vs-barrow-raiders-tickets-83551120651?aff=ebdssbdestsearch,sports-and-fitness,From £8.14
We Make Footballers Croydon  Talent ID Event,Sun| Jun 7| 14:00,Trinity School|Shirley Park|Croydon|CR9 7AT|,https://www.eventbrite.co.uk/e/we-make-footballers-croydon-talent-id-event-tickets-97079093181?aff=ebdssbdestsearch,sports-and-fitness,£5
